,name,avg_rating,reviews_count,company_type,Head_Quarters,Company_Age,No_of_Employee
227,Dabur,4.1,(1.3k Reviews),Public,"Ghaziabad,Uttar Pradesh + 157 more",138 years old,5k-10k employees (India)
228,Dilip Buildcon,4.0,(1.3k Reviews),Public,"Bhopal,Madhya Pradesh + 120 more",35 years old,10k-50k employees (India)
229,Ola Cabs,3.8,(1.7k Reviews),Private,Bangalore + 78 more,12 years old,1k-5k employees (India)
230,RSPL Group,4.0,(1.3k Reviews),Private,"Mumbai,Maharashtra + 114 more",35 years old,1k-5k employees (India)
231,Maersk,4.3,(1.3k Reviews),Private,Copenhagen + 16 more,118 years old,5k-10k employees (India)
232,Ceat Tyres,4.2,(1.4k Reviews),Public,"Mumbai,Maharashtra + 79 more",64 years old,5k-10k employees (India)
233,Life Insurance Cor...,4.3,(1.3k Reviews),Private,Mumbai + 308 more,66 years old,1 Lakh+ employees (India)
234,DHFL,4.6,(1.3k Reviews),Public,"Mumbai,Maharashtra + 187 more",38 years old,1k-5k employees (India)
235,Max Healthcare,4.2,(1.4k Reviews),Partnership,"Delhi/NCR,New Delhi + 47 more",21 years old,1k-5k employees (India)
236,Lifestyle,4.3,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 76 more",8 years old,10k-50k employees (India)
237,Pfizer,4.2,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 86 more",18 years old,1k-5k employees (India)
238,PNB MetLife,3.6,(1.3k Reviews),Private,"Mumbai,Maharashtra + 201 more",21 years old,5k-10k employees (India)
239,Conduent,3.6,(1.3k Reviews),Private,"Florham Park,New Jersey + 16 more",5 years old,5k-10k employees (India)
240,G4S,4.2,(1.3k Reviews),Private,"Gurgaon/Gurugram,Haryana + 90 more",26 years old,1 Lakh+ employees (India)
241,RBL Bank,3.8,(1.3k Reviews),Public,"Mumbai,Maharashtra + 157 more",79 years old,1k-5k employees (India)
242,NIIT Technologies,3.4,(1.3k Reviews),Public,"Noida,Uttar Pradesh + 74 more",18 years old,5k-10k employees (India)
243,Kotak Mahindara Li...,3.9,(1.3k Reviews),"Mumbai,Maharashtra + 145 more",21 years old,5k-10k employees (India),
244,Tata AIA Life Insu...,3.9,(1.3k Reviews),Private,"Mumbai,Maharashtra + 165 more",21 years old,5k-10k employees (India)
245,Nestle,4.1,(1.4k Reviews),Public,Vevey + 161 more,63 years old,5k-10k employees (India)
246,Delhi Public Schoo...,3.9,(1.2k Reviews),Public,"Greater Noida,Uttar Pradesh + 189 more",24 years old,1k-5k employees (India)
247,Escorts Group,4.1,(1.4k Reviews),Public,"Faridabad,Haryana + 80 more",62 years old,5k-10k employees (India)
248,Blue Dart Express,4.1,(1.3k Reviews),Public,"Mumbai,Maharashtra + 159 more",39 years old,10k-50k employees (India)
249,BHEL,4.3,(1.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 76 more",58 years old,10k-50k employees (India)
250,Itc Infotech India,3.5,(1.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 35 more",22 years old,5k-10k employees (India)
251,Optum,4.1,(1.2k Reviews),Private,"Noida,Uttar Pradesh + 16 more",13 years old,1k-5k employees (India)
252,Bank of America,4.4,(2.1k Reviews),Private,Charlotte + 28 more,24 years old,10k-50k employees (India)
253,Poonawalla Fincorp,4.1,(1.5k Reviews),Public,"Mumbai,Maharashtra + 230 more",34 years old,5k-10k employees (India)
254,Voltas,4.2,(1.2k Reviews),Public,"Mumbai,Maharashtra + 120 more",68 years old,5k-10k employees (India)
255,café Coffee day,4.1,(1.2k Reviews),Private,"Bengaluru,Karnataka + 76 more",26 years old,1k-5k employees (India)
256,Biocon Biologics I...,4.0,(1.2k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 52 more",44 years old,10k-50k employees (India)
257,GeBBS Healthcare S...,3.8,(1.2k Reviews),Private,"Culver City,California + 9 more",17 years old,1k-5k employees (India)
258,L&T Technology Ser...,3.3,(1.2k Reviews),"Vadodara/Baroda,Gujarat + 18 more",10 years old,10k-50k employees (India),
259,Suzuki,4.1,(6k Reviews),Private,"Vadodara/Baroda,Gujarat + 114 more",8 years old,1k-5k employees (India)
260,PVR Cinemas,4.4,(1.2k Reviews),Public,Gurgaon + 82 more,25 years old,1k-5k employees (India)
261,Aakash Institute,3.5,(1.2k Reviews),Private,"New Delhi,Delhi + 124 more",34 years old,1k-5k employees (India)
262,JK Cement,4.2,(1.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 165 more",48 years old,1k-5k employees (India)
263,I Process Services,4.0,(1.2k Reviews),Private,"Delhi/NCR,Delhi + 173 more",17 years old,5k-10k employees (Global)
264,Honda,4.1,(2.8k Reviews),Private,"Greater Noida,Uttar Pradesh + 154 more",37 years old,5k-10k employees (India)
265,HDFC Ergo General ...,3.9,(1.2k Reviews),Public,"Mumbai,Maharashtra + 130 more",20 years old,1k-5k employees (India)
266,Reliance Digital,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra + 184 more",15 years old,1k-5k employees (India)
267,PolicyBazaar,3.7,(1.2k Reviews),Private,Gurgaon + 18 more,14 years old,5k-10k employees (India)
268,Bhushan Power & St...,3.9,(1.2k Reviews),Private,"Delhi/NCR,New Delhi + 43 more",52 years old,501-1k employees (India)
269,Mankind Pharma,4.0,(1.3k Reviews),Private,"New Delhi,Delhi + 128 more",27 years old,5k-10k employees (India)
270,JMC Projects,4.3,(1.2k Reviews),Public,"Mumbai,Maharashtra + 80 more",40 years old,1k-5k employees (India)
271,AFCONS Infrastruct...,4.4,(1.2k Reviews),Partnership,"Mumbai,Maharashtra + 63 more",63 years old,5k-10k employees (India)
272,Ekart Logistics,4.2,(1.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 293 more",13 years old,5k-10k employees (India)
273,Raymond,3.9,(1.4k Reviews),Public,"Thane,Maharashtra + 94 more",97 years old,1k-5k employees (India)
274,Berger Paints,3.8,(1.2k Reviews),Public,"Kolkata,West Bengal + 153 more",99 years old,1k-5k employees (India)
275,Big Bazaar,4.1,(1.2k Reviews),Private,"Mumbai,Maharashtra + 145 more",21 years old,10k-50k employees (India)
276,Tata AIG General I...,4.1,(1.1k Reviews),Private,"Mumbai,Maharashtra + 158 more",22 years old,5k-10k employees (India)
277,Birla Sun Life Ins...,4.2,(1.1k Reviews),"Mumbai,Maharashtra + 244 more",22 years old,10k-50k employees (India),
278,Renault-Nissan,4.1,(1.2k Reviews),"Chennai,Tamil Nadu + 54 more",12 years old,5k-10k employees (India),
279,Sterling & Wilson,4.1,(1.1k Reviews),Private,"Mumbai,Maharashtra + 61 more",95 years old,1k-5k employees (India)
280,Aditya Birla Group,4.2,(10.1k Reviews),"Mumbai,Maharashtra + 157 more",165 years old,1 Lakh+ employees (India),
281,Utkarsh Small Fina...,3.9,(1.1k Reviews),Public,"Varanasi/Benaras,Uttar Pradesh + 171 more",13 years old,1k-5k employees (India)
282,Exide Industries,3.7,(2.3k Reviews),Public,"Kolkata,West Bengal + 145 more",75 years old,1k-5k employees (India)
283,Exide Life Insuran...,3.6,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 176 more",21 years old,1k-5k employees (India)
284,Micro Labs,3.8,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 88 more",49 years old,5k-10k employees (India)
285,Emcure Pharmaceuti...,4.0,(1.2k Reviews),Private,Pune + 73 more,41 years old,5k-10k employees (India)
286,Indian Navy,4.6,(1.1k Reviews),Private,"Delhi/NCR,Delhi + 52 more",72 years old,50k-1 Lakh employees (India)
287,The Himalaya Drug ...,4.2,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 126 more",92 years old,5k-10k employees (India)
288,R.R. Donnelley,4.1,(1.1k Reviews),Private,"Chicago,Illinois + 7 more",158 years old,1-10 employees (India)
289,TVS Sundram Fasten...,3.9,(1.1k Reviews),Public,"Chennai,Tamil Nadu + 32 more",56 years old,5k-10k employees (India)
290,Ajanta Pharma,4.0,(1.1k Reviews),Public,"Mumbai,Maharashtra + 79 more",49 years old,1k-5k employees (India)
291,Cholamandalam MS G...,3.9,(1.1k Reviews),JV,"Chennai,Tamil Nadu + 237 more",21 years old,10k-50k employees (India)
292,Blue Star,4.0,(1.1k Reviews),Public,"Mumbai,Maharashtra + 94 more",79 years old,1k-5k employees (India)
293,Cogent E Services,3.3,(1.1k Reviews),Private,"Noida,Uttar Pradesh + 21 more",18 years old,10k-50k employees (India)
294,Sonalika Tractors,3.9,(1.1k Reviews),Private,"Hoshiarpur,Punjab + 106 more",53 years old,1k-5k employees (India)
295,Fiserv,3.8,(1.1k Reviews),Private,"Mumbai,Maharashtra + 24 more",51 years old,501-1k employees (India)
296,ACT Fibernet,4.0,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 30 more",22 years old,5k-10k employees (India)
297,IndiGo,3.7,(1.1k Reviews),Private,"Gurgaon/Gurugram,Haryana + 59 more",17 years old,10k-50k employees (India)
298,Mahindra Holidays ...,3.7,(1.1k Reviews),Private,"Chennai,Tamil Nadu + 81 more",26 years old,1k-5k employees (India)
299,CARS24.com,3.9,(1.1k Reviews),Private,Gurgaon + 102 more,7 years old,1k-5k employees (India)
300,Sapient Corporatio...,3.8,(1.2k Reviews),Private,"New York,New York + 14 more",32 years old,5k-10k employees (India)
301,Indiabulls,3.7,(3.4k Reviews),Public,"Gurgaon/Gurugram,Haryana + 132 more",22 years old,10k-50k employees (India)
302,Hyatt Regency,4.4,(1.1k Reviews),Private,"New Delhi,Delhi + 36 more",42 years old,1k-5k employees (India)
303,Shahi Exports,4.1,(1.1k Reviews),Private,"Faridabad,Haryana + 45 more",48 years old,50k-1 Lakh employees (India)
304,Force Motors,3.5,(1.1k Reviews),Public,"Pune,Maharashtra + 65 more",64 years old,1k-5k employees (India)
305,HDFC Sales,4.0,(1.1k Reviews),Private,"Mumbai,Maharashtra + 193 more",18 years old,5k-10k employees (India)
306,Wockhardt,4.1,(1.4k Reviews),Public,"Mumbai,Maharashtra + 66 more",23 years old,5k-10k employees (India)
307,Thomson Reuters,4.3,(1.1k Reviews),Private,Toronto + 15 more,28 years old,10k-50k employees (India)
308,Karvy Data Managem...,3.5,(1.1k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 82 more",14 years old,1k-5k employees (India)
309,Britannia,4.2,(1.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 136 more",130 years old,1k-5k employees (India)
310,InterGlobe Technol...,3.5,(1.1k Reviews),Public,"Gurgaon/Gurugram,Haryana + 27 more",24 years old,1k-5k employees (India)
311,Zensar Technologie...,3.7,(1.1k Reviews),Public,"Pune,Maharashtra + 14 more",31 years old,10k-50k employees (Global)
312,Access Healthcare,4.0,(1.1k Reviews),Private,"Dallas,Texas + 13 more",11 years old,1k-5k employees (India)
313,Mahindra Rural Hou...,4.1,(1k Reviews),Public,"Mumbai,Maharashtra + 251 more",15 years old,5k-10k employees (India)
314,Brakes India,4.2,(1k Reviews),"Chennai,Tamil Nadu + 50 more",60 years old,1k-5k employees (India),
315,ADP Solutions,4.2,(1k Reviews),Public,"Roseland,New Jersey + 9 more",73 years old,1k-5k employees (India)
316,Walmart,4.1,(7.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 64 more",13 years old,5k-10k employees (India)
317,GE,4.2,(1.7k Reviews),Private,"Boston,Massachusetts + 50 more",130 years old,10k-50k employees (India)
318,Adani Power,4.2,(1.1k Reviews),Public,"Ahmedabad,Gujrat + 77 more",16 years old,1k-5k employees (India)
319,United Phosphorus,4.3,(1k Reviews),Public,"Mumbai,Maharashtra + 95 more",53 years old,1k-5k employees (India)
320,3i Infotech,3.6,(1k Reviews),Public,"Mumbai,Maharashtra + 78 more",29 years old,5k-10k employees (India)
321,Ambuja Cements,4.0,(1k Reviews),Public,"Mumbai,Maharashtra + 145 more",39 years old,5k-10k employees (India)
322,Aircel,4.4,(1k Reviews),Private,"Gurgaon/Gurugram,Haryana + 109 more",23 years old,5k-10k employees (India)
323,GVK Emergency Mana...,3.8,(1k Reviews),"Hyderabad/Secunderabad,Telangana + 93 more",17 years old,10k-50k employees (India),
324,Sobha,4.0,(1.1k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 30 more",27 years old,1k-5k employees (India)
325,Jet Airways,4.6,(1k Reviews),Public,"Mumbai,Maharashtra + 47 more",29 years old,10k-50k employees (India)
326,Yamaha Motor,3.9,(1.1k Reviews),Private,"Iwata,Shizuoka + 89 more",15 years old,1k-5k employees (India)
327,Dalmia Bharat Ceme...,4.1,(1k Reviews),Public,"Delhi/NCR,New Delhi + 118 more",87 years old,1k-5k employees (India)
328,Amara Raja Group,4.2,(1.3k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 69 more",37 years old,10k-50k employees (India)
329,Tata Motors Financ...,4.3,(1k Reviews),Private,"Mumbai,Maharashtra + 186 more",65 years old,1k-5k employees (India)
330,JK Tyres,3.9,(1k Reviews),Private,New Delhi + 99 more,71 years old,1k-5k employees (India)
331,Shree Cement,4.3,(1k Reviews),Public,"Kolkata,West Bengal + 124 more",43 years old,5k-10k employees (India)
332,Aarti Industries,4.2,(1k Reviews),Public,"Mumbai,Maharashtra + 28 more",47 years old,1k-5k employees (India)
333,Oberoi Group of Ho...,4.4,(997 Reviews),Private,"Delhi/NCR,Delhi + 28 more",88 years old,1k-5k employees (India)
334,Tata Technologies,3.3,(1k Reviews),Private,Singapore + 29 more,33 years old,5k-10k employees (India)
335,Whirlpool,4.2,(988 Reviews),Public,"Gurgaon/Gurugram,Haryana + 102 more",20 years old,1k-5k employees (India)
336,Piramal Group,4.0,(1.2k Reviews),Private,Mumbai + 89 more,42 years old,1k-5k employees (India)
337,Parle Agro,4.2,(980 Reviews),Private,"Mumbai,Maharashtra + 119 more",38 years old,1k-5k employees (India)
338,AGS Health,4.1,(979 Reviews),Private,"Washington,D.C. + 18 more",11 years old,1k-5k employees (India)
339,R1 RCM,3.9,(979 Reviews),Private,"Chicago,Illinois + 10 more",19 years old,1k-5k employees (India)
340,Delphi TVS,4.0,(977 Reviews),Private,"Kanchipuram,Tamil Nadu + 19 more",33 years old,1k-5k employees (India)
341,Sigma Electric Man...,3.9,(977 Reviews),Private,"Garner,North Carolina + 17 more",40 years old,1k-5k employees (India)
342,Lucas-TVS,4.0,(1.1k Reviews),Private,"Chennai,Tamil Nadu + 41 more",61 years old,1k-5k employees (India)
343,Statestreet HCL Se...,3.4,(974 Reviews),Private,New Delhi + 10 more,10 years old,5k-10k employees (Global)
344,Gabriel India,4.4,(973 Reviews),Public,"Pune,Maharashtra + 30 more",61 years old,1k-5k employees (India)
345,Indus Towers,4.1,(972 Reviews),Private,Gurgaon + 85 more,15 years old,1k-5k employees (India)
346,Lenskart,3.0,(972 Reviews),Private,Delhi + 81 more,12 years old,5k-10k employees (Global)
347,Videocon d2h,3.9,(970 Reviews),Public,Mumbai + 130 more,13 years old,501-1k employees (India)
348,Persistent Systems,4.1,(969 Reviews),Public,"Pune,Maharashtra + 6 more",32 years old,10k-50k employees (India)
349,Shriram City,4.2,(967 Reviews),Public,"Chennai,Tamil Nadu + 296 more",36 years old,10k-50k employees (India)
350,V-mart,4.3,(966 Reviews),Public,"Gurgaon/Gurugram,Haryana + 163 more",20 years old,5k-10k employees (India)
351,Taj Hotels Resorts...,4.3,(966 Reviews),"Mumbai,Maharashtra + 60 more",119 years old,10k-50k employees (India),
352,GSK Pharmaceutical...,4.3,(965 Reviews),Middlesex + 119 more,192 years old,1k-5k employees (India),
353,Crompton Greaves,4.0,(964 Reviews),Public,"Mumbai,Maharashtra + 75 more",85 years old,1k-5k employees (India)
354,Aon,3.9,(973 Reviews),Private,London + 15 more,82 years old,10k-50k employees (India)
355,DS Group,4.1,(1k Reviews),Private,"Noida,Uttar Pradesh + 98 more",93 years old,1k-5k employees (India)
356,UNO Minda,4.1,(964 Reviews),Gurgaon + 50 more,64 years old,1k-5k employees (India),
357,ICICI Securities,3.6,(944 Reviews),Public,"Mumbai,Maharashtra + 90 more",27 years old,5k-10k employees (India)
358,Karvy Fintech,3.6,(944 Reviews),"Hyderabad/Secunderabad,Telangana + 68 more",44 years old,201-500 employees (India),
359,TVS Credit Service...,4.2,(943 Reviews),Public,"Chennai,Tamil Nadu + 181 more",14 years old,10k-50k employees (India)
360,AXA Business Servi...,3.8,(938 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",27 years old,1k-5k employees (Global)
361,Cadila Pharmaceuti...,4.0,(5.2k Reviews),Public,"Ahmedabad,Gujrat + 88 more",71 years old,5k-10k employees (India)
362,IDBI Bank,3.8,(1.7k Reviews),Public,"Mumbai,Maharashtra + 217 more",58 years old,10k-50k employees (India)
363,Endurance Technolo...,3.7,(933 Reviews),Public,"Aurangabad,Maharashtra + 26 more",37 years old,1k-5k employees (Global)
364,Bharti AXA Life In...,3.9,(929 Reviews),Private,Mumbai + 171 more,16 years old,5k-10k employees (India)
365,Bharat Petroleum,4.2,(929 Reviews),Private,"Mumbai,Maharashtra + 159 more",70 years old,50k-1 Lakh employees (India)
366,Hindustan Aeronaut...,4.4,(923 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 32 more",82 years old,10k-50k employees (India)
367,Myntra,4.2,(930 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 74 more",15 years old,1k-5k employees (India)
368,Reliance Trends,4.3,(916 Reviews),Private,"Navi Mumbai,Maharashtra + 204 more",16 years old,1 Lakh+ employees (India)
369,CMS Infosystems,3.8,(916 Reviews),Private,"Mumbai,Maharashtra + 119 more",14 years old,5k-10k employees (India)
370,Saint-Gobain,4.1,(998 Reviews),Private,Paris + 54 more,357 years old,10k-50k employees (India)
371,Power Mech Project...,3.9,(914 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 77 more",15 years old,1k-5k employees (India)
372,Johnson Controls,3.7,(914 Reviews),Public,Cork + 47 more,27 years old,5k-10k employees (India)
373,Tata Capital Finan...,4.2,(906 Reviews),Public,Mumbai + 106 more,15 years old,1k-5k employees (India)
374,SRF,4.3,(908 Reviews),Public,"Gurgaon/Gurugram,Haryana + 33 more",52 years old,1k-5k employees (India)
375,Datamatics Global ...,3.6,(1.3k Reviews),Public,Mumbai + 18 more,47 years old,1k-5k employees (India)
376,Quest Global,3.5,(903 Reviews),Private,Singapore + 22 more,25 years old,10k-50k employees (India)
377,Kalpataru Power Tr...,4.1,(902 Reviews),Public,"Mumbai,Maharashtra + 120 more",41 years old,1k-5k employees (India)
378,Kansai Nerolac Pai...,3.9,(902 Reviews),Public,"Mumbai,Maharashtra + 110 more",102 years old,1k-5k employees (India)
379,BT Group,4.2,(1.5k Reviews),Private,London + 12 more,176 years old,5k-10k employees (India)
380,Birlasoft,3.6,(899 Reviews),Public,"Pune,Maharashtra + 18 more",27 years old,5k-10k employees (India)
381,Narayana Health,4.3,(899 Reviews),"Bangalore/Bengaluru,Karnataka + 45 more",22 years old,10k-50k employees (India),
382,Societe Generale,3.8,(900 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",22 years old,1k-5k employees (India)
383,MetLife,4.3,(898 Reviews),Private,New York + 37 more,14 years old,5k-10k employees (India)
384,Parle Products,4.1,(896 Reviews),Private,Mumbai + 118 more,93 years old,1k-5k employees (India)
385,Sopra Steria,4.1,(896 Reviews),Private,"Paris,Ile-de-France + 9 more",54 years old,1k-5k employees (India)
386,Metro,4.2,(895 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 49 more",58 years old,1k-5k employees (India)
387,Coromandel Interna...,4.2,(894 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 115 more",61 years old,10k-50k employees (India)
388,Sterlite Technolog...,4.2,(891 Reviews),Public,"Pune,Maharashtra + 51 more",34 years old,1k-5k employees (India)
389,WABCO,4.0,(890 Reviews),Public,Berne + 29 more,53 years old,1k-5k employees (India)
390,Future Generali In...,3.9,(890 Reviews),Private,Mumbai + 122 more,15 years old,1k-5k employees (India)
391,Grasim Industries,4.0,(1.7k Reviews),Public,Nagda + 45 more,75 years old,10k-50k employees (India)
392,Lodha group,4.3,(886 Reviews),Private,"Mumbai,Maharashtra + 15 more",42 years old,1k-5k employees (India)
